SentimentText,label,language,urgency
@RailMinIndia @WesternRly @drmadiwr @sureshpprabhu You still cannot get a seat unless you bribe TTE. Refer my complaint # W/WR/BCT/000132702,4,0,2
@sureshpprabhu @RailMinIndia @IRCTC_Ltd kinly help with irctc refund doing follow up with irctc since 24th May.,4,0,1
@RailMinIndia no one responding on phone call at enquiry in jamalpur station. Please consider my complaint becauseâ¦ https://t.co/PZGqiiUpil,8,0,0
@RailMinIndia dear sir i have book a ticket and i cancelled but the refund is not given by u plz help,4,0,0
RT @sureshpprabhu: https://t.co/06uwLS5m7J,1,0,-1
@RailMinIndia @sureshpprabhu 231-9103685trn no.14854 PNR:  Charging socket of coach A1 is not working properly. Tripped several times.,7,0,0
@RailMinIndia dear sir if the railway cancel the train due to there work then why the railway is not paying refund,4,0,0
@RailMinIndia @Rajeshazra @drmlko25 @srdommb  kindly look into this,1,0,-1
@sureshpprabhu @RailMinIndia @PMOIndia I think buying 1st class ticket of mumbai local proves that we are bigger asshole as there is no diff,1,0,-1
@RailMinIndia train no 12548; coach B2; problem - AC not working !!Can some one help pls,7,0,0
@RailMinIndia @sudhirchaudhary Travelling by Mahanama exp22417. pathetic experience.regret watching its news on Zee. 1/2,7,0,1
"RT @KonkanRailway: ""Alert Rly Man is the best safety device",1,0,-1
@RailMinIndia I booked tickets from IRCTC MOBILE APP the tickets are not booked but the payment is done Does We areâ¦ https://t.co/KplXE4MvOp,4,0,0
@RailMinIndia @sureshpprabhu sir please delay the train by 10 min please,8,0,0
@RailMinIndia @pk_9451 In such cases what is the way out. Please suggest solutions,8,0,0
@RailMinIndia @pavansonidegana Inconvenience caused is regretted. This facility is provided on platform number oneâ¦ https://t.co/JUeRotn6C0,1,0,-1
@RailMinIndia @bbiswajit88 Kindly share Train no.,1,0,-1
"@RailMinIndia @sureshpprabhu @GM_NRly sir train no 22824 coach B5 train just left NDLS, still toilets r dirty &amp; waiting passenger travelling",3,0,0
"@RailMinIndia @sureshpprabhu No lights at BE platform 4, pitch dark from late evening to early morning. Inconvenience to passengers.",8,0,1
@RailMinIndia plz continue train no 14307-14308,1,0,-1
"@SRDMERTM @RatlamDRM @RailMinIndia @IR_ENHM No one has attended at COR , now we are about to reach kota, now the coâ¦ https://t.co/9Z5CTznuCd",8,0,0
"@rahuljaincool @RailMinIndia @PiyushGoyal @IRCTC_Ltd Please share train no, and coach position.",1,0,-1
"@RailMinIndia sir train is alredy 2hrs late, &amp;  and ac staff switch off ac from igatpuri",7,0,0
@RailMinIndia travelling15657 new alipurduar to guwahati.no new bed covers &amp; smelling bed sheet. Blanket condition pathetic. disappointed,3,0,1
@IRCTC_Ltd @RailMinIndia @RailMinIndia   Take some serious action on these people who is not understand rules and lâ¦ https://t.co/BQyjpBMNSn,6,0,0
@RailMinIndia No ticket checkers are bothered,8,0,0
@sureshpprabhu @RailMinIndia Enjoying WiFi at Lko station.Good speed.15% service tax ????  WIFi ?? ???? ???cleaning is also good here.,1,0,-1
@RailMinIndia need medical assistance in train number 12554 pnr is 2417720180 feeling stomach pain,5,0,2
@sureshpprabhu @RailMinIndia  Water Scarcity in Palamu Express 12348..Not a single drop of water in Toilet from origin in S4,7,0,0
"@RailMinIndia Train# 12562 schedule dep.for 20:35,then 11:00p.m, then announced 00:35a.m &amp; now no one knows when?@sureshpprabhu 1/2",2,0,0
@RailMinIndia @sureshpprabhu 12904 BRC TO BCT. SEAT S5 55 - FANS NOT WORKING. HELP WILL BE GREATLY APLRECIATED,7,0,0
"RT @stevensgreen1: Petition all you like, if @FineGael continually cut PSO @IrishRail and under invest in public transport the travellâ¦ ",0,0,-1
@sureshpprabhu @RailMinIndia irctc booking in tatkal site very slow even after 30 mins of prime time. Before Two weeks it was OK.,8,0,1
"@RailMinIndia @sureshpprabhu if it rains, ring road between k r puram to silkboard B'lore will be jam pack, rechd office 1pm instead of 9am",1,0,-1
@RailMinIndia there is no water in coach no  S-3 /2 in train bskt kamakhya express no 15623. train is to reach baurani jn.,7,0,0
@RailMinIndia sir you promote swach bharat abhiyan but brokers of toilets at various railway station charges 5 to 10 rs to for using toilets,8,4,1
"@RailMinIndia travelling from bnglr to murudeswar in train 16523,s5 coach.toilets a stinckng and its tough for passengers to sit here",3,0,0
"@RailMinIndia the process of student concession  in season tickets is so critical in ajmer railway region. I am at udaipur, helpless",4,0,0
RT @Venkati5: @SrDOMhyb @asb_ambati @jijjuu @drmhyb @FeaYogesh @UttamChakram @RailMinIndia @SCRailwayIndia @eswarkanchuâ¦,1,0,-1
@RailMinIndia @sureshpprabhu  train no 12502 is made unexpected late without any reason . We r held up at ahraura since last one hour.,2,0,0
@sureshpprabhu @RailMinIndia   Train 12241 journey from Cdg to LDH is 100 mins But train is stopping @ every station late by 30 mins,8,0,0
@RailMinIndia @sureshpprabhu  Ultimate speed coming of free WiFi provided by Google at Lucknow railway station. Thanks all.??,1,0,-1
@RailMinIndia sir TC collector of every train take black money for allotting seat. Which is depend on ticket min 200? it hpnd wid  me,4,0,2
"@RailMinIndia it's really bad service for RAC under 3rd AC category.... Really a bad experience.. No pillow,no bed sheet n really rude staff",7,0,1
@RailMinIndia Thanks for your reply,1,0,-1
@RailMinIndia What is the actual price of dinner food in railway? I am in Porbandar- Motihari exp. 19269,1,0,-1
@RailMinIndia Huge crowd waiting to get tickets fr train# 16116 in VM stn but only 2 counters functioning.  Pls increase no of counters.,8,0,1
"@sureshpprabhu Sir, IRCTC ticket booking site goes stuck daily from 11 am to 11.30 am during tatkal booking. @RailMinIndia",8,0,1
@Maths_Expert @ankulaagarwal @drmbct @RailMinIndia @IR_EDMECHG @crsechgsrly @CCRBCT @srdmebct YES,1,0,-1
@RailMinIndia I want to know about meal throughout my journey . Reply me as soon as possible,1,0,-1
"@RailMinIndia , my child is suffering from high fever, can i take Carlpol syrup in train no 12565, A1/40",1,0,-1
@imvikas10x @Central_Railway @RailMinIndia @PiyushGoyal @PiyushGoyalOffc @mygovindia @PMOIndia @nitin_gadkariâ¦ https://t.co/PTC5NKfsv5,1,0,-1
@RailMinIndia @sureshpprabhu pathetic railway 5 to 6 train has been overtaken at cheoki n dis suvidha is stuck mre than 1hrs now 05514,2,0,0
@leomanojc @vikaskh05172507 @Naren_Reddy23 @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/ZYfC5aoBnl,1,0,-1
@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc  https://t.co/pI0q6MyzyH,1,0,-1
@RailMinIndia continuos water wastage fr om southern most tap at patna junction  platform no. 9.dont know whom to contact,8,0,1
@RailMinIndia @drmjabalpur @IRCTC_Ltd @sureshpprabhu  There is no water served in the train no. 12295 with the food. The pnr is 4419894531,7,0,0
@RailMinIndia @drmadiwr @RailMinIndia @drmadiwr @PiyushGoyal @IRCTC_Ltd ajmer exp Some people sleeping in local coaâ¦ https://t.co/r6okRu4sYv,8,0,0
@sureshpprabhu @RailMinIndia @Central_Railway @Narendra_IRTS progress for mumbai harbour line is snail slowCattle class traveling :(,8,0,0
@RailMinIndia  irctc shows this stupid error when trying to book tatkal. I lost n dint get tikt. Tnx to awesome bugs https://t.co/gqoiCQQNdE,8,0,1
@RailMinIndia @sureshpprabhu @mumbairailusers vr cleaning station wat abt train coaches. Where is swach train?? https://t.co/3prxLDCXXf,3,4,0
@RailMinIndia @DArpitBhargava @ed_eeg @drm_moradabad Matter has been forwarded to concerned official @SrdeegA   for N/\A,1,0,-1
"@RailMinIndia..sir when will be taking furthr action adv 01/2015 sse p way SR zone ..medical,joining..no information given by SR hq chhanai",8,0,0
@RailMinIndia https://t.co/FMjTWe2fCcbribe taken by  your police in General coaches,8,0,2
"#IncredibleIndia In Journey tym of 12 hrs, trn is running late by almost same tym. Leads to frustration whn v don'tâ¦ https://t.co/D8fQiwy8IG",2,0,0
@sureshpprabhu Sir the BOOKING tab on the Tiger Express website is not working @IRCTC @RailMinIndia,4,0,0
"@RailMinIndia @sureshpprabhu 12204 magadh express, dirty, leaking and stinky toilet of coach B1. My pnr 276437435. https://t.co/ME9oGL856L",3,0,0
Check out Thief Catcher on The Prolific Reader! #instafreebie #freebook #whattoread #pnr https://t.co/jB0Hts5o8J https://t.co/brSUrxmByu,0,0,-1
"@RailMinIndia the train no. 22488 from ndls to jogbani (bihar) is running late 7-11 hours daily, instruct to regulate it.",2,0,2
@RailMinIndia @RailwayNorthern @ECRlyHJP plz help me coach position of train no 19321 of coach A1 at Jaunpur Jn .,8,0,0
@RailMinIndia Want help. Ticket wainting list no.1. (Rajdhani) PNR No.- 2418289059. Very urgent to visit. Please. Date of Travel 09.06.2016,4,0,0
"@RailMinIndia this is so absurd, Mumbai local trains never reached on time always getting late in kalyan junction, dombivli in between .",2,0,1
@RailMinIndia I was expecting some strict action on overcharging but instead received a mail stating counseling will be done for them.,8,0,0
"@sureshpprabhu @RailMinIndia @drmbikaner @SrdcmC  ??!STNL stn ?? ??? concerned officer ???? ???????????? ??,???? ???? mini ??? only ?? ??? ?",1,0,-1
RT @Misandry_Kills: #SaturdayMotivation Punish d murderers of #Engineer #Husband who was thrown out of #Train byâ¦ ,1,0,-1
@RailMinIndia Travlling in trn no15024 YPR GKP frm KCG to LKO.PNR 4836770906 Vendors ovrcharging for cold drinks/chips by Rs 5.Tea for Rs10,8,0,0
@RailMinIndia please help. His PNR number is 2820176609,1,0,-1
"@RailMinIndia sir train no 12562 runs apprx 4 hr late/day..today also it is running too late,I want to draw ur kind attention towards this.",2,0,1
@prena_ @rpfnwrjp @RpfNwr @RailMinIndia Kindly clarify the name of station with @SrdenCoJaipur,1,0,-1
@RailMinIndia Not refunded by counter for waiting list counter tickt after chart prepared and not travelled.PNR 2418998762Plz help me out.,4,0,0
@sureshpprabhu @RailMinIndia Like airport fees railway must charge Rs.25 per ticket as station development and maintenance fees.,8,0,0
"@RailMinIndia @drmmumbaicr @gm_crly Tweet No 3, Late Again today during morning peak hours by 20-25 mins. Jam Packed. Made In India.",2,0,1
"@RailMinIndia got stale snacks in train no.12791 in evening.(berth no.55 B-2, 3A). Vendor argued n denied. https://t.co/f23gpEeBtN",7,0,0
"@RailMinIndia travelling in B4 33 34, 22461, tea is worthless, quality very poor, when complained misbehaved by vendor of the train.plz help",7,0,0
@RailMinIndia @PMOIndia Traveled 3 stations in last few days. Never seen Stations so clean and hygienic. Coaches &amp; Toilets absolutely clean,1,0,-1
@sureshpprabhu  Hundreds of ppl waiting at plateform# 13 since last 5 hrs. Is any one take responsibility?@RailMinIndia 2/2,8,0,0
"@RailMinIndia pnr no 2219054565 As i orderd food frm train frm e catering , i dont hv any print out of ordr slip , which they require .",1,0,-1
@RailMinIndia sir I am since morning and two time I had connected the at no 011-39340000 . But they give me very bad response . 1/2,8,0,0
"@sureshpprabhu @RailMinIndia Air conditioning not functional at Coach A3, 12424 DBRT Rajdhani, departed NDLS on 10-Jun. Request attention.",7,0,0
@sureshpprabhu @RailMinIndia Ws at Lko Charbagh station ystrdy. Lack of sufficient sitting arrangements and platform ws vry dirty.,3,0,0
@PiyushGoyal @narendramodi @RailMinIndia @drmadiwr @PiyushGoyal @IRCTC_Ltd ajmer exp Some people sleeping in localâ¦ https://t.co/VIlogxqpl1,8,0,0
@RailMinIndia we are wants given best ideas and technology for Indian railway development more than against Japan and China,1,0,-1
RT @FollowCII: We are in the process of drawing up policies for each of the sectors of the economy on how to increase their busineâ¦ ,1,0,-1
"@PiyushGoyal plz do favour for Jaunpur Jn ( JNU) - one more foot than over bridge but covered, coaches indicationsâ¦ https://t.co/9EBewnWUpM",8,0,0
@sureshpprabhu @RailMinIndia @WesternRly Train#12009 C8-12. Found fly in food #unhygenic #unsafe #buckuprailways https://t.co/iFieGs6jnS,3,0,1
A Highland Moon Enchantment by Mary Morgan #Historical #PNR @MoBPromos @m_morganauthor https://t.co/qRKKQTLAkx via @JacqBiggar,0,0,-1
@RailMinIndia Our bag  was stolen while traveling from@bhopal to mathura color mustard M.k is written on it some cash and imp documents,6,0,1
@RailMinIndia Water not available in train no. 22944Coach S10PNR 8148142547,7,0,0
@RailMinIndia PNR 8148161618No water in any of the taps provided be it washbasin or toilets.,7,0,0
@RailMinIndia  @mealsonwheels #missing cutlery drink sache etc. Server n TT say menu old. 12006 C1 65 10/06 Just FYI https://t.co/uKBiOqICpG,7,0,0
"@RailMinIndia Sir,???? ?????? ???? Tweet Delete ?? ???? ??,water point ?? ???????? ???? ???? ?? ??? ??,???? ??????? ???? ?? ???? action ????",1,0,-1
@RailMinIndia @DRMBRCWR Maximum train stoppage in bharuch.. We want also stoppage of more train in evening time.. Aâ¦ https://t.co/p5Ispx8g3R,8,0,0
"@RailMinIndia @sureshpprabhu filthy toilet in A1 coach of Shalimar Exp 14645, coach smelling rotten. Can any1 redUce our tragedy?",3,0,1
@sureshpprabhu @RailMinIndia sir yesterday saw launch of irctc menu for kids its not healthy junk food only their pls look it..,8,0,1
"RT @LisaCBooks: Dark Pursuit, a #pnr #holiday story is on sale for #99cents! https://t.co/MFxZ7YCtIi https://t.co/QvS7EUtktI",0,0,-1
@ankulaagarwal @drmbct @RailMinIndia @IR_EDMECHG @crsechgsrly @CCRBCT @srdmebct @drmbct please take N/A.,1,0,-1
"@RailMinIndia @soumyaz007 Sir, attended u r mother at Berhampur &amp; Khurda road, but she had no problem. Thanks for calling us.",1,0,-1
"@RailMinIndia @sureshpprabhu Train 12554, DOJ 10/6/16In frst general coach2nd part ppl r fighting n in another only few ppl are there,Why",7,0,0
"@RailMinIndia @sureshpprabhuSir,problem still persistNo water in Toilets and wash basinTrain is halted at small stops making it more late",7,0,0
@RailMinIndia @sureshpprabhu.HE REPLIED if you can complain you can.I am from IRCTC not any vendor.PNR No 4119867656 https://t.co/Sn1rEHHs0U,8,0,0
"@RailMinIndia @drmmumbaicr @GM_CRly Today during the morning peak hours, trains were jam packed &amp; late by almost 15-20 mins. MADE IN INDIA.",2,0,0
@sureshpprabhu Sir plz help to get handicap id card for online ticket booking on IRCTC. Officials at CSTM stn not helping! @RailMinIndia,8,0,0
"@RailMinIndia thanks for quick response.Staff attended,inform me that sun window screen was there. Sorry for misunderstanding on my part.",1,0,-1
@RailMinIndia 12142 please enquiry pantry carMineral water neer not saleComing station SantaSale water other local company,7,0,0
"@RailMinIndia Dearsir,mymom is &gt;60 yrs and my law she is 46 but i hv cnfrm ticket from yuva pnr 2547183534 UB for bth F.plz help forUB to LB",4,0,1
"@RailMinIndia @drmadiwr @PiyushGoyal @IRCTC_Ltd ajmer exp Some people sleeping in local coash senior citizen, ladies many people standing",8,0,1
@RailMinIndia train no.12791 coach B2 ....no water in toilet since morning......kindly help,7,0,0
@RailMinIndia I don't know how transgenders enter in sleeper class without  valid ticket and bag for money and bother young boys..,7,0,0
@RailMinIndia @drmdelhi water point vendor at PF 1 charging extra money for water without any reason.,8,0,1
@RailMinIndia @sureshpprabhu cleaning staff of railways dumping garbage through the gaps in the vestibule area. https://t.co/olc5vM41ua,3,0,0
@sureshpprabhu @RailMinIndia Sir mai 1 month me 5-6 bar yatra kr aur aaj bhi kr rha 22408 ANVT-BSB se aur hr bar ye late h aur aaj bhi late,2,4,0
"

@RailMinIndia @PiyushGoyal @IRCTC_Ltd Sir can we get for which we all r paying or just cheating in name of food",7,0,0
"@RailMinIndia Boarded train number 04416, starting from new delhi station. B2 compartment is completely dirty. https://t.co/t2BvLBOTOP",3,0,0
